Full_Address,Bedrooms,Bathrooms,Price,Latitude,Longitude,City_Brampton,City_Markham,City_Mississauga,City_Toronto,City_Vaughan,Home_Type_CONDO,Home_Type_SINGLE_FAMILY,Home_Type_TOWNHOUSE
"8 Rockstep Ct, Brampton, ON L6R 3H2",4,5,2199000,43.68935,-79.85897,1,0,0,0,0,0,1,0
"5 Welland Rd, Brampton, ON L6R 0Z3",4,4,2199000,43.76319,-79.785805,1,0,0,0,0,0,1,0
"39 Northface Cres N, Brampton, ON L6R 2Y2",5,4,2199000,43.7941,-79.7525,1,0,0,0,0,0,1,0
"41 Moregate Cres #41, Brampton, ON L6S 3K9",3,2,2199999,43.781536,-79.6892,1,0,0,0,0,0,1,0
"22 Topiary Ln, Brampton, ON L7A 2R4",3,3,2200000,43.65563,-79.78968,1,0,0,0,0,0,1,0
"4 Omega Sq, Brampton, ON L6Z 1K5",4,3,2249000,43.787617,-79.75127,1,0,0,0,0,0,1,0
"106 Denison Ave #2, Brampton, ON L6X 1G1",4,3,2249777,43.79574,-79.7441,1,0,0,0,0,0,1,0
"35 Flowertown Ave, Brampton, ON L6X 2K4",3,2,2250000,43.809723,-79.72825,1,0,0,0,0,0,1,0
"200 Veterans Dr #36, Brampton, ON L7A 4S6",3,3,2299000,43.78183,-79.74037,1,0,0,0,0,0,1,0
"60 Darras Ct #9, Brampton, ON L6T 1W7",3,2,2299900,43.771057,-79.70494,1,0,0,0,0,0,1,0
"30 Red Tail Ct, Brampton, ON L6Z 3N1",5,4,2350000,43.812668,-79.72089,1,0,0,0,0,0,1,0
"5 Donomore Dr, Brampton, ON L7A 0S8",4,3,2390000,43.652435,-79.79402,1,0,0,0,0,0,1,0
"136 Madoc Dr, Brampton, ON L6V 2A6",4,2,2398000,43.656193,-79.81074,1,0,0,0,0,0,1,0
"78 Delport Clos, Brampton, ON L6P 3T2",3,3,2399000,43.737473,-79.81462,1,0,0,0,0,0,1,0
"10 Chatterton Ct, Brampton, ON L6W 4G9",5,5,2399999,43.778877,-79.72671,1,0,0,0,0,0,1,0
"14 Concorde Dr, Brampton, ON L6P 1V6",5,5,2499900,43.636837,-79.783295,1,0,0,0,0,0,1,0
"14 Landview Rd, Brampton, ON L6P 4G4",5,5,2599999,43.651863,-79.80492,1,0,0,0,0,0,1,0
"28 Cosmo Ct, Brampton, ON L6P 1G2",4,5,2649000,43.65279,-79.806,1,0,0,0,0,0,1,0
"70 Atkins Cir, Brampton, ON L6X 4B5",4,3,2649000,43.689266,-79.84884,1,0,0,0,0,0,1,0
"32 Banks Dr, Brampton, ON L6P 1A5",5,6,2699000,43.65611,-79.80423,1,0,0,0,0,0,1,0
"19 Mountain Ridge Rd, Brampton, ON L6Y 0S5",4,4,2799990,43.65027,-79.81146,1,0,0,0,0,0,1,0
"92 English St, Brampton, ON L6X 2P6",3,2,2913313,43.64949,-79.803474,1,0,0,0,0,0,1,0
"8 Pemberton Ct, Brampton, ON L6W 4K5",4,3,3278000,43.635067,-79.770035,1,0,0,0,0,0,1,0
"128 Richvale Dr S, Brampton, ON L6Z 4G4",3,4,3300000,43.648727,-79.81564,1,0,0,0,0,0,1,0
"72 Rocky Point Cres, Brampton, ON L6V 4R8",3,3,3369000,43.652122,-79.78775,1,0,0,0,0,0,1,0
"51 Coronation Cir, Brampton, ON L6Z 4C2",4,4,3879900,43.812935,-79.719086,1,0,0,0,0,0,1,0
"14 Tammy Dr, Brampton, ON L6Y 2Y9",5,4,3899000,43.816437,-79.726585,1,0,0,0,0,0,1,0
"3 Venue Rd, Brampton, ON L6P 4J7",4,6,3970000,43.811714,-79.72098,1,0,0,0,0,0,1,0
"49 Seahorse Ave, Brampton, ON L6V 4N7",3,4,5499999,43.798004,-79.74019,1,0,0,0,0,0,1,0
"96 Braidwood Lake Rd, Brampton, ON L6Z 4L3",4,4,6000000,43.63158,-79.75892,1,0,0,0,0,0,1,0
"15 Gruenwald Gate, Brampton, ON L6Y 6C4",4,3,9990000,43.808857,-79.713776,1,0,0,0,0,0,1,0
"49 Grove Rd, Markham, ON L3P 4M2",4,4,38000,43.802143,-79.42067,0,1,0,0,0,1,0,0
"80 William Berczy Blvd, Markham, ON L6C 0S1",3,3,488000,43.862743,-79.31357,0,1,0,0,0,1,0,0
"38 Old Oak Ln, Markham, ON L6B 0K8",5,4,495000,43.87904,-79.228165,0,1,0,0,0,0,0,1
"40 Claxton Rd, Markham, ON L3P 6R6",4,3,530000,43.862743,-79.31357,0,1,0,0,0,1,0,0
"7 Manila Ave, Markham, ON L6C 0W3",4,6,559000,43.852333,-79.33918,0,1,0,0,0,1,0,0
"1 Pheasant Valley Ct, Markham, ON L3T 2G9",4,3,569000,43.86662,-79.29439,0,1,0,0,0,1,0,0
"27 Aitken Cir, Markham, ON L3R 7K9",5,5,579900,43.821884,-79.42435,0,1,0,0,0,1,0,0
"2558 Bur Oak Ave, Markham, ON L6B 1J7",2,3,588000,43.810295,-79.42189,0,1,0,0,0,1,0,0
"2278 Bur Oak Ave, Markham, ON L6E 1M1",3,4,588000,43.802143,-79.42067,0,1,0,0,0,1,0,0
"32 Vanwood Rd, Markham, ON L3T 2N2",3,4,599999,43.898975,-79.266235,0,1,0,0,0,1,0,0
"37 Galleria Pkwy #711, Markham, ON L3T 0A5",1,1,618000,43.896366,-79.26564,0,1,0,0,0,1,0,0
"196 Carlton Rd, Markham, ON L3R 3L8",5,4,629000,43.841293,-79.39384,0,1,0,0,0,1,0,0
"1 Donald Sim Ave, Markham, ON L6B 1B6",3,3,638000,43.898975,-79.266235,0,1,0,0,0,1,0,0
"52 Silverdale Rd, Markham, ON L6B 0N2",3,4,638000,43.901897,-79.248764,0,1,0,0,0,0,0,1
"37 Galleria Pkwy #801, Markham, ON L3T 0A5",1,1,645000,43.839363,-79.39388,0,1,0,0,0,1,0,0
"1 Grandview Blvd #607, Markham, ON L3P 1E9",1,1,649000,43.850166,-79.32646,0,1,0,0,0,1,0,0
"100 Anna Russell Way PENTHOUSE 8, Markham, ON L3R 6C7",2,2,649000,43.852333,-79.33918,0,1,0,0,0,1,0,0
"192 Louisbourg Way, Markham, ON L6E 0C2",2,3,657000,43.82261,-79.42471,0,1,0,0,0,0,1,0
"20 Longwater Chas, Markham, ON L3R 4A5",4,4,658000,43.856182,-79.30456,0,1,0,0,0,1,0,0
"7805 Bayview Ave #326, Markham, ON L3T 7N1",1,2,658888,43.818005,-79.42406,0,1,0,0,0,1,0,0
"8130 Birchmount Rd #306, Markham, ON L6G 0E4",2,2,659000,43.827835,-79.30139,0,1,0,0,0,0,0,1
"7400 Markham Rd #607, Markham, ON L3S 0C5",3,2,660000,43.8394,-79.3928,0,1,0,0,0,1,0,0
"1 Grandview Blvd #2607, Markham, ON L3P 1E9",2,2,668000,43.89477,-79.292854,0,1,0,0,0,1,0,0
"11 Laureleaf Rd, Markham, ON L3T 2X2",4,5,669900,43.896366,-79.26564,0,1,0,0,0,1,0,0
"9506 Markham Rd #1802, Markham, ON L6E 0S5",2,2,675000,43.896366,-79.26564,0,1,0,0,0,1,0,0
"9582 Markham Rd #1101, Markham, ON L6E 0T4",1,1,678888,43.83821,-79.392044,0,1,0,0,0,1,0,0
"227 Milliken Meadows Dr, Markham, ON L3R 0V9",3,5,680000,43.839363,-79.39388,0,1,0,0,0,1,0,0
"2 Haskett Dr, Markham, ON L6B 0S9",4,4,689000,43.89747,-79.2659,0,1,0,0,0,1,0,0
"1788 John St, Markham, ON L3T 1Y9",3,2,689900,43.8707,-79.26731,0,1,0,0,0,1,0,0
"15 Lincoln Pl, Markham, ON L3P 7B7",5,6,698000,43.80259,-79.4198,0,1,0,0,0,1,0,0
"51 Briarcrest Dr, Markham, ON L6C 3E6",3,4,698800,43.802143,-79.42067,0,1,0,0,0,1,0,0
"22 Ramsgate Ct, Markham, ON L3S 4R3",3,3,698900,43.85857,-79.32518,0,1,0,0,0,1,0,0
"119 Russell Jarvis Dr, Markham, ON L3S 4B3",4,3,699000,43.84816,-79.251205,0,1,0,0,0,1,0,0
"118 Huntington Park Dr, Markham, ON L3T 7C7",4,4,699000,43.8376,-79.39116,0,1,0,0,0,1,0,0
"5291 Major Mackenzie Dr E, Markham, ON L6C 0N3",3,4,699000,43.821415,-79.3799,0,1,0,0,0,0,0,1
"97 Tamarack Dr, Markham, ON L3T 4X3",4,3,699000,43.84375,-79.3054,0,1,0,0,0,1,0,0
"5 Rosseter Rd, Markham, ON L3S 2P3",3,4,699000,43.818752,-79.39869,0,1,0,0,0,0,0,1
"77 Havagal Cres, Markham, ON L3P 7G6",4,5,699000,43.851887,-79.336296,0,1,0,0,0,1,0,0
"120 Babcombe Dr, Markham, ON L3T 1N1",3,4,699800,43.86662,-79.29439,0,1,0,0,0,1,0,0
"487 William Forster Rd, Markham, ON L6B 0X4",4,4,699980,43.902,-79.25041,0,1,0,0,0,0,0,1
"75 Westchester Cres, Markham, ON L6C 2X9",3,4,718000,43.838284,-79.393005,0,1,0,0,0,1,0,0
"19 Henrietta St W, Markham, ON L6C 2E9",3,3,719000,43.82059,-79.4238,0,1,0,0,0,1,0,0
"102 Saffron St, Markham, ON L6E 1Y7",3,3,728000,43.856445,-79.32822,0,1,0,0,0,1,0,0
"64 Goldenwood Cres, Markham, ON L6E 1Z2",4,3,738800,43.839153,-79.3859,0,1,0,0,0,1,0,0
"7 Jewell St, Markham, ON L3T 2J1",3,3,739000,43.852978,-79.336845,0,1,0,0,0,1,0,0
"160 S Unionville Ave, Markham, ON L3R 5X6",3,3,749000,43.88261,-79.22572,0,1,0,0,0,1,0,0
"2312 Bur Oak Ave, Markham, ON L6E 1L8",3,4,749900,43.852745,-79.33868,0,1,0,0,0,1,0,0
"66 Larksmere Ct, Markham, ON L3R 3R1",3,3,750000,43.84921,-79.33094,0,1,0,0,0,1,0,0
"28 Lugano Cres, Markham, ON L6E 1E3",4,5,755000,43.902176,-79.25177,0,1,0,0,0,0,0,1
"131 Cottonwood Ct, Markham, ON L3T 5W9",3,3,759000,43.856487,-79.32585,0,1,0,0,0,1,0,0
"199 Snowshoe Cres, Markham, ON L3T 4N1",3,2,759900,43.822517,-79.39857,0,1,0,0,0,1,0,0
"304 Mingay Ave, Markham, ON L6E 1T6",4,4,759900,43.849934,-79.32467,0,1,0,0,0,1,0,0
"180 Dudley Ave #601, Markham, ON L3T 4X2",3,2,778000,43.845894,-79.25384,0,1,0,0,0,1,0,0
"17 Everton Ct, Markham, ON L6B 0L3",5,5,788000,43.911793,-79.253296,0,1,0,0,0,0,0,1
"16 Eckardt Ave, Markham, ON L3R 1P2",4,5,788888,43.878956,-79.226746,0,1,0,0,0,0,0,1
"4257 Major Mackenzie Dr E, Markham, ON L6C 0G6",3,3,789000,43.877647,-79.24186,0,1,0,0,0,0,0,1
"91 Tamarack Dr, Markham, ON L3T 4W2",5,6,789900,43.824356,-79.42541,0,1,0,0,0,1,0,0
"29 Bakerdale Rd, Markham, ON L3P 1J3",3,2,799900,43.831066,-79.404594,0,1,0,0,0,0,0,1
"180 Enterprise Blvd #312, Markham, ON L6G 0E6",1,1,799900,43.8394,-79.3928,0,1,0,0,0,1,0,0
"105 Guinevere Rd, Markham, ON L3S 4R8",4,4,849900,43.82073,-79.3977,0,1,0,0,0,0,0,1
"72 Caprara Cres, Markham, ON L6B 0B8",4,5,852000,43.818233,-79.39836,0,1,0,0,0,0,0,1
"278 Buchanan Dr #812E, Markham, ON L3R 6J1",3,3,869888,43.816166,-79.39938,0,1,0,0,0,0,0,1
"12 Beulah Dr, Markham, ON L3S 3N7",4,4,888000,43.81801,-79.397766,0,1,0,0,0,0,0,1
"40 Bethany St, Markham, ON L3S 4T9",4,5,888000,43.86078,-79.316734,0,1,0,0,0,0,0,1
"119 Henderson Ave #6, Markham, ON L3T 2L3",3,3,888000,43.808933,-79.40912,0,1,0,0,0,0,0,1
"745 Caboto Trl, Markham, ON L3R 5W4",3,3,888000,43.85857,-79.32518,0,1,0,0,0,1,0,0
"312 John St #356, Markham, ON L3T 0A7",3,3,889000,43.84824,-79.254295,0,1,0,0,0,1,0,0
"55 Austin Dr #710, Markham, ON L3R 8H5",1,2,895000,43.822826,-79.398926,0,1,0,0,0,1,0,0
"26 Mintleaf Gate, Markham, ON L3P 5X3",4,3,898800,43.895477,-79.25359,0,1,0,0,0,0,0,1
"28 Springfield Dr, Markham, ON L3S 3H7",4,4,898800,43.895477,-79.25359,0,1,0,0,0,0,0,1
"141 Kenborough Ct, Markham, ON L3S 3P4",4,4,899000,43.856647,-79.343636,0,1,0,0,0,0,0,1
"623 Carlton Rd, Markham, ON L3P 7R6",4,5,899000,43.826595,-79.31346,0,1,0,0,0,0,1,0
"255 Fred McLaren Blvd, Markham, ON L6E 1T1",4,4,899000,43.816322,-79.35947,0,1,0,0,0,0,0,1
"57 Kylemore Way, Markham, ON L6C 0J9",3,3,899900,43.85857,-79.32518,0,1,0,0,0,1,0,0
"89 Yale Ln, Markham, ON L6B 1G5",3,3,919900,43.8604,-79.217735,0,1,0,0,0,0,0,1
"7 Moses Cres, Markham, ON L6C 1R2",4,5,925000,43.890728,-79.234055,0,1,0,0,0,0,1,0
"30 Count Crystan Ave, Markham, ON L6C 0K3",5,5,928000,43.852333,-79.33918,0,1,0,0,0,1,0,0
"50 Inverlochy Blvd #201, Markham, ON L3T 4T6",3,2,939900,43.8707,-79.26731,0,1,0,0,0,1,0,0
"74 Sanderson Rd, Markham, ON L6C 2H2",5,4,989000,43.87993,-79.24045,0,1,0,0,0,0,0,1
"25 Vettese Ct, Markham, ON L6B 0V6",3,3,989770,43.81791,-79.39663,0,1,0,0,0,1,0,0
"50 Drawbridge Dr, Markham, ON L6C 2B4",4,5,989800,43.8579,-79.3026,0,1,0,0,0,0,0,1
"33 Bonheur Rd, Markham, ON L6C 0A3",4,5,995000,43.89946,-79.22304,0,1,0,0,0,0,1,0
"2424 Bur Oak Ave, Markham, ON L6B 1J8",3,3,998000,43.832935,-79.29021,0,1,0,0,0,0,1,0
"35 Azalea Gtwy, Markham, ON L3T 7T9",3,4,998000,43.855927,-79.34258,0,1,0,0,0,0,0,1
"565 Village Pkwy, Markham, ON L3R 5E3",4,4,998000,43.89748,-79.2477,0,1,0,0,0,0,0,1
"79 Morgan Ave, Markham, ON L3T 1R5",3,2,998000,43.89748,-79.2477,0,1,0,0,0,0,0,1
"1 Claircrest Rd, Markham, ON L3S 2S9",4,3,998000,43.80947,-79.40786,0,1,0,0,0,0,0,1
"110 Living Cres, Markham, ON L6C 0T4",4,4,998888,43.895866,-79.25825,0,1,0,0,0,0,0,1
"7 Pennock Cres, Markham, ON L3R 3M5",4,4,998888,43.895836,-79.29416,0,1,0,0,0,0,1,0
"32 Hemlock Dr, Markham, ON L3P 4M6",4,4,998990,43.861256,-79.21723,0,1,0,0,0,0,0,1
"444 Elson St, Markham, ON L3S 4V1",4,5,999000,43.854916,-79.345924,0,1,0,0,0,0,0,1
"76 Woodward Ave, Markham, ON L3T 1E7",4,6,999000,43.900604,-79.28662,0,1,0,0,0,0,1,0
"12 Vettese Ct, Markham, ON L6B 0V6",5,4,999000,43.851757,-79.33703,0,1,0,0,0,1,0,0
"15 Cottontail Ave, Markham, ON L3S 4E7",3,3,999000,43.889297,-79.36769,0,1,0,0,0,0,0,1
"9 Oakford Dr, Markham, ON L6C 2K9",4,5,999000,43.854733,-79.34553,0,1,0,0,0,0,0,1
"3 Boxhill Rd, Markham, ON L3S 4R1",3,4,999000,43.87177,-79.329575,0,1,0,0,0,0,0,1
"36 42nd St, Markham, ON L3P 7K2",5,4,999900,43.902557,-79.37561,0,1,0,0,0,0,0,1
"96 Emmeloord Cres, Markham, ON L3R 1P8",4,3,999999,43.892635,-79.37496,0,1,0,0,0,0,0,1
"5 Taplane Dr, Markham, ON L3S 2Z9",4,5,1038000,43.89567,-79.37468,0,1,0,0,0,0,0,1
"4 Spinning Wheel Ct, Markham, ON L3T 1G7",4,4,1038000,43.850525,-79.32574,0,1,0,0,0,1,0,0
"22 Framingham Dr, Markham, ON L3T 4H3",5,5,1039000,43.838776,-79.38795,0,1,0,0,0,0,0,1
"26 Havelock Gate, Markham, ON L3S 3X8",3,2,1059000,43.85412,-79.34095,0,1,0,0,0,1,0,0
"102 Senator Reesors Dr, Markham, ON L3P 3E5",4,3,1060000,43.87177,-79.329575,0,1,0,0,0,0,0,1
"7 Upper Greensborough Dr, Markham, ON L6E 0R3",3,3,1069900,43.8394,-79.3928,0,1,0,0,0,1,0,0
"94 Tilman Cir, Markham, ON L3P 5V4",4,3,1080000,43.85638,-79.29925,0,1,0,0,0,0,1,0
"34 Erintol Way, Markham, ON L3S 0E6",4,3,1080000,43.849937,-79.32334,0,1,0,0,0,1,0,0
"53 Jenmat Dr, Markham, ON L6E 2A8",4,5,1088000,43.894024,-79.2568,0,1,0,0,0,0,0,1
"68 Proctor Ave, Markham, ON L3T 1M5",3,3,1088000,43.88693,-79.22812,0,1,0,0,0,0,0,1
"2196 Bur Oak Ave, Markham, ON L6E 1M4",3,3,1099000,43.820053,-79.37683,0,1,0,0,0,0,1,0
"282 Manhattan Dr, Markham, ON L3P 6V4",4,5,1099000,43.88226,-79.220825,0,1,0,0,0,0,0,1
"278 Buchanan Dr #603E, Markham, ON L3R 6J1",2,2,1099000,43.90081,-79.292984,0,1,0,0,0,0,0,1
"134 Roy Grove Way, Markham, ON L6E 0T7",3,3,1099000,43.884544,-79.30638,0,1,0,0,0,0,0,1
"37 Victor Herbert Way, Markham, ON L6C 0N6",3,4,1099000,43.90323,-79.24897,0,1,0,0,0,0,0,1
"71 Forestbrook Dr, Markham, ON L6B 0G2",4,5,1099900,43.87441,-79.27693,0,1,0,0,0,0,1,0
"21 Woodglen Way, Markham, ON L3R 3A8",3,2,1125000,43.82242,-79.36324,0,1,0,0,0,0,1,0
"30 Clegg Rd #202, Markham, ON L6G 0B4",2,2,1130000,43.895203,-79.23844,0,1,0,0,0,0,1,0
"1 Billy Joel Cres, Markham, ON L3P 3C4",3,2,1150000,43.87441,-79.2323,0,1,0,0,0,0,0,1
"10949 Victoria Square Blvd, Markham, ON L6C 1J1",3,3,1159900,43.827045,-79.3234,0,1,0,0,0,0,1,0
"39 New Delhi Dr #814, Markham, ON L3S 0E1",3,2,1168000,43.902985,-79.24168,0,1,0,0,0,0,1,0
"16 Elgin St #169, Markham, ON L3T 4T4",4,2,1180000,43.874687,-79.23315,0,1,0,0,0,0,1,0
"9 Glen Village Rd, Markham, ON L6C 1Z2",4,4,1185000,43.900322,-79.23743,0,1,0,0,0,0,1,0
"47 Silkgrove Ter, Markham, ON L6E 0G9",4,3,1188000,43.8309,-79.29994,0,1,0,0,0,0,1,0
"10453 Woodbine Ave, Markham, ON L6C 0P2",4,3,1188000,43.905266,-79.25087,0,1,0,0,0,0,1,0
"116 Risebrough Cir, Markham, ON L3R 3C8",4,4,1188000,43.89154,-79.3778,0,1,0,0,0,0,0,1
"153 Highland Park Blvd, Markham, ON L3T 1B8",3,3,1188000,43.880928,-79.31678,0,1,0,0,0,0,0,1
"92 Glen Cameron Rd, Markham, ON L3T 1P7",4,3,1188888,43.89441,-79.22094,0,1,0,0,0,0,1,0
"60 S Town Centre Blvd #1605, Markham, ON L6G 0C5",2,2,1190000,43.871998,-79.21938,0,1,0,0,0,0,0,1
"1 Gable Hurst Way #2611, Markham, ON L6B 1N5",3,3,1198000,43.893826,-79.37868,0,1,0,0,0,0,0,1
"10 Westmeath Ln #2216, Markham, ON L6B 1N5",1,1,1199000,43.891964,-79.320786,0,1,0,0,0,0,0,1
"6 Quantz Ct, Markham, ON L3R 9L9",4,6,1199000,43.86143,-79.218185,0,1,0,0,0,0,0,1
"338 Kirkham Dr, Markham, ON L3S 4K7",4,4,1199000,43.904125,-79.27729,0,1,0,0,0,0,1,0
"51 Douglas Haig Dr, Markham, ON L3S 2E2",4,4,1199000,43.825512,-79.400635,0,1,0,0,0,0,1,0
"55 Cobbler Cres, Markham, ON L3P 6P5",3,4,1199999,43.90135,-79.25849,0,1,0,0,0,0,1,0
"75 Windyton Ave, Markham, ON L6B 1M4",4,4,1200000,43.832813,-79.29837,0,1,0,0,0,0,1,0
"33 Tanglewood Trl, Markham, ON L3T 6V1",4,5,1228000,43.84969,-79.33031,0,1,0,0,0,0,0,1
"18 Saint Moritz Way #17, Markham, ON L3R 4G2",3,3,1235000,43.89575,-79.22863,0,1,0,0,0,0,1,0
"540 Bur Oak Ave #701, Markham, ON L6C 0Y2",2,2,1238800,43.858715,-79.285805,0,1,0,0,0,0,1,0
"75 Apricot St, Markham, ON L3T 1E2",5,3,1248888,43.840576,-79.387825,0,1,0,0,0,0,0,1
"7161 Yonge St #1935, Markham, ON L3T 0C8",1,1,1249999,43.845776,-79.246574,0,1,0,0,0,0,1,0
"2100 John St #315, Markham, ON L3T 7S6",2,2,1250000,43.898552,-79.21567,0,1,0,0,0,0,0,1
"5 Park Brook Pl, Markham, ON L3T 2J9",4,3,1280000,43.8362,-79.31214,0,1,0,0,0,0,1,0
"90 Porterfield Cres, Markham, ON L3T 5C5",3,2,1288000,43.868805,-79.27423,0,1,0,0,0,0,1,0
"1 Grandview Blvd PENTHOUSE 3, Markham, ON L3P 1E9",2,3,1288000,43.90382,-79.24922,0,1,0,0,0,0,1,0
"4 Wildrose Cres, Markham, ON L3T 1N5",4,6,1288900,43.898224,-79.23148,0,1,0,0,0,0,0,1
"44 Kenley Cres, Markham, ON L3R 6X4",3,4,1290000,43.83918,-79.38908,0,1,0,0,0,0,0,1
"42 Silverado Hills Dr, Markham, ON L6C 0H1",3,3,1298000,43.904,-79.37564,0,1,0,0,0,0,0,1
"12 Victoria St, Markham, ON L6C 1A7",5,4,1298000,43.910347,-79.3748,0,1,0,0,0,0,1,0
"39 Rowe Ct, Markham, ON L3S 2J6",4,4,1298800,43.848446,-79.242256,0,1,0,0,0,0,1,0
"10273 Woodbine Ave, Markham, ON L6C 0J7",3,3,1299000,43.893417,-79.249886,0,1,0,0,0,0,1,0
"80 Inverlochy Blvd #206, Markham, ON L3T 4P3",2,2,1299800,43.8337,-79.27299,0,1,0,0,0,0,1,0
"4 Dunsinane Dr, Markham, ON L3T 3K2",3,4,1319000,43.902954,-79.37547,0,1,0,0,0,0,0,1
"50 Dunsheath Way #619, Markham, ON L6B 1N3",2,2,1328000,43.85671,-79.301285,0,1,0,0,0,0,0,1
"6 Titus St, Markham, ON L6E 0G2",5,4,1338000,43.84045,-79.392555,0,1,0,0,0,0,0,1
"30 Greensborough Village Cir #21, Markham, ON L6E 1Z1",4,3,1359800,43.842903,-79.2387,0,1,0,0,0,0,1,0
"95 Sherwood Forest Dr, Markham, ON L3P 1P9",4,2,1368000,43.896553,-79.36493,0,1,0,0,0,0,0,1
"88 Kirk Dr, Markham, ON L3T 3L2",4,2,1388000,43.865993,-79.23801,0,1,0,0,0,0,1,0
"98 Lawrence Pilkington Ave, Markham, ON L6B 0Z2",5,4,1388000,43.88512,-79.37296,0,1,0,0,0,0,0,1
"136 Louisbourg Way, Markham, ON L6E 0C4",2,2,1398000,43.82114,-79.39166,0,1,0,0,0,0,0,1
"14 Tufo Ave, Markham, ON L6C 0H8",4,5,1399000,43.888897,-79.37229,0,1,0,0,0,0,1,0
"124 Ingram Rd, Markham, ON L3S 4E1",3,4,1399000,43.87829,-79.25839,0,1,0,0,0,0,1,0
"48 Halder Cres, Markham, ON L3R 7G3",3,2,1399000,43.870747,-79.22364,0,1,0,0,0,0,0,1
"40 The Shire Ln, Markham, ON L6B 0N2",3,4,1399000,43.83624,-79.27543,0,1,0,0,0,0,1,0
"77 42nd St, Markham, ON L3P 7K3",5,6,1399900,43.852463,-79.252045,0,1,0,0,0,0,1,0
"7 Green Hollow Ct, Markham, ON L6E 1K7",3,4,1399900,43.855343,-79.24867,0,1,0,0,0,0,1,0
"78 John Stiver Cres, Markham, ON L3R 9B3",4,4,1399900,43.887157,-79.2878,0,1,0,0,0,0,0,1
"121 Bretton Cir, Markham, ON L3S 3P9",5,4,1399900,43.830074,-79.40716,0,1,0,0,0,0,1,0
"646 Village Pkwy #26, Markham, ON L3R 2S7",4,3,1400000,43.888126,-79.269035,0,1,0,0,0,0,1,0
"72 Via Jessica Dr, Markham, ON L3R 4W7",3,3,1438000,43.880173,-79.31621,0,1,0,0,0,0,0,1
"8081 Birchmount Rd UNIT 1507, Markham, ON L6G 0G5",1,2,1438888,43.846375,-79.25064,0,1,0,0,0,0,1,0
"159 Raymerville Dr, Markham, ON L3P 4M8",4,4,1450000,43.893528,-79.283104,0,1,0,0,0,0,1,0
"18 Lord Melborne St, Markham, ON L6C 0Z5",4,4,1450000,43.890064,-79.251015,0,1,0,0,0,0,1,0
"123 Sherwood Forest Dr, Markham, ON L3P 1P9",3,2,1450000,43.893772,-79.22553,0,1,0,0,0,0,1,0
"21 Freeman Rd, Markham, ON L3P 4E9",4,4,1459000,43.86872,-79.26806,0,1,0,0,0,0,1,0
"9 Settlers Ridge St, Markham, ON L6E 1C8",4,3,1486000,43.868065,-79.26789,0,1,0,0,0,0,1,0
"21 Church View Ave, Markham, ON L6C 0L6",4,4,1489000,43.904255,-79.25851,0,1,0,0,0,0,1,0
"7071 Bayview Ave #310, Markham, ON L3T 7Y8",2,3,1497000,43.899567,-79.2573,0,1,0,0,0,0,1,0
"81 Roy Grove Way, Markham, ON L6E 0T6",3,3,1498000,43.888847,-79.249115,0,1,0,0,0,0,1,0
"2168 Donald Cousens Pkwy, Markham, ON L6B 1N9",3,4,1498888,43.904564,-79.26119,0,1,0,0,0,0,1,0
"10 Rouge Valley Dr W #315, Markham, ON L6G 0G9",2,2,1499000,43.825493,-79.40023,0,1,0,0,0,0,1,0
"2 Debden Rd, Markham, ON L3R 6V6",3,3,1499000,43.89091,-79.213646,0,1,0,0,0,0,1,0
"20 Harper Way, Markham, ON L3T 5A5",4,2,1499800,43.901943,-79.37719,0,1,0,0,0,0,0,1
"19 Emmeloord Cres, Markham, ON L3R 1P7",4,5,1499900,43.942142,-79.29504,0,1,0,0,0,0,1,0
"100 Harry Blaylock Dr, Markham, ON L6E 2H3",4,3,1499900,43.85991,-79.32716,0,1,0,0,0,0,0,1
"7167 Yonge St PENTHOUSE 202, Markham, ON L3T 0E1",3,3,1499999,43.840046,-79.27432,0,1,0,0,0,0,1,0
"7768 Kennedy Rd #204, Markham, ON L3R 5K1",2,2,1549000,43.904675,-79.2505,0,1,0,0,0,0,1,0
"38 Cedarland Dr #C306, Markham, ON L6G 0G7",1,2,1550000,43.902317,-79.2296,0,1,0,0,0,0,1,0
"55 Austin Dr #214, Markham, ON L3R 8H5",1,1,1558000,43.90338,-79.38172,0,1,0,0,0,0,0,1
"7825 Bayview Ave PENTHOUSE 1, Markham, ON L3T 7N2",3,3,1575000,43.905315,-79.380745,0,1,0,0,0,0,0,1
"324 Simonston Blvd, Markham, ON L3T 4T5",3,3,1588000,43.898632,-79.24202,0,1,0,0,0,0,1,0
"646 Village Pkwy #22, Markham, ON L3R 2S7",4,3,1588000,43.80749,-79.41349,0,1,0,0,0,0,1,0
"5472 19th Ave, Markham, ON L3P 3J3",3,2,1588800,43.815327,-79.42138,0,1,0,0,0,0,1,0
"25 Water Walk Dr #315, Markham, ON L6G 0G3",2,2,1598000,43.849266,-79.28428,0,1,0,0,0,0,1,0
"47 Washington St, Markham, ON L3P 2R4",2,2,1598888,43.867073,-79.2268,0,1,0,0,0,0,1,0
"27 Baintree St, Markham, ON L6E 1G7",4,3,1599000,43.872787,-79.25151,0,1,0,0,0,0,1,0
"43 Meadowview Ave S, Markham, ON L3T 1K6",3,2,1619000,43.831074,-79.312584,0,1,0,0,0,0,1,0
