,Full_Address,Bedrooms,Bathrooms,Price,City,Home_Type,Latitude,Longitude
700,"33 Edenridge Dr, Brampton, ON L6T 3A9",5,3,999000,Brampton,SINGLE_FAMILY,43.70868,-79.70521
701,"1 Sophia St, Brampton, ON L6V 1T8",4,3,999000,Brampton,SINGLE_FAMILY,43.682564,-79.80029
702,"12 Pickard Ln, Brampton, ON L6Y 2M5",4,4,999000,Brampton,TOWNHOUSE,43.760433,-79.78258
703,"12 Blossom Ave, Brampton, ON L6X 2W3",3,3,999000,Brampton,SINGLE_FAMILY,43.736156,-79.76506
704,"35 Napa Valley Cres, Brampton, ON L7A 2T6",3,4,999000,Brampton,TOWNHOUSE,43.69958,-79.84779
705,"60 Cloverdale Dr, Brampton, ON L6T 2T4",3,2,999000,Brampton,SINGLE_FAMILY,43.69025,-79.83125
706,"27 Bonsai Ln, Brampton, ON L7A 0T9",3,3,999000,Brampton,SINGLE_FAMILY,43.719406,-79.83231
707,"9 George St N #1802, Brampton, ON L6X 0T6",2,2,999087,Brampton,SINGLE_FAMILY,43.673386,-79.73482
708,"100 County Court Blvd #2002, Brampton, ON L6W 3X1",2,2,999500,Brampton,SINGLE_FAMILY,43.719658,-79.74207
709,"74 Doncaster Dr, Brampton, ON L6T 1T1",3,3,999888,Brampton,SINGLE_FAMILY,43.664852,-79.773705
710,"19 Knightswood Cres, Brampton, ON L7A 3R1",3,4,999888,Brampton,SINGLE_FAMILY,43.70282,-79.81038
711,"40 Beckenham Rd, Brampton, ON L6P 2L8",4,4,999900,Brampton,TOWNHOUSE,43.78013,-79.65653
712,"22 Picasso Dr, Brampton, ON L6P 3L6",4,4,999900,Brampton,TOWNHOUSE,43.77631,-79.74219
713,"11 Fawson Cove Way, Brampton, ON L6R 0G7",3,3,999900,Brampton,SINGLE_FAMILY,43.712852,-79.707
714,"68 Hillside Dr, Brampton, ON L6S 1A6",4,4,999900,Brampton,SINGLE_FAMILY,43.790848,-79.66748
715,"41 Bramtrail Gate, Brampton, ON L7A 3W3",5,3,999900,Brampton,SINGLE_FAMILY,43.67191,-79.780014
716,"339 Edenbrook Hill Dr, Brampton, ON L7A 2L3",3,4,999990,Brampton,SINGLE_FAMILY,43.679752,-79.78176
717,"16 Agincourt Cir, Brampton, ON L6X 2M4",4,5,999998,Brampton,SINGLE_FAMILY,43.656574,-79.74651
718,"7 Mitchell Ave, Brampton, ON L6Z 1H2",3,4,999999,Brampton,SINGLE_FAMILY,43.68327,-79.76687
719,"122 Dolobram Trl, Brampton, ON L7A 4Y5",4,4,999999,Brampton,SINGLE_FAMILY,43.737907,-79.804756
720,"23 Wheatberry Cres, Brampton, ON L6R 4A1",4,6,999999,Brampton,SINGLE_FAMILY,43.679695,-79.7455
721,"78 Echoridge Dr, Brampton, ON L7A 3L6",3,4,999999,Brampton,SINGLE_FAMILY,43.775867,-79.67968
722,"59 Ashford Ct, Brampton, ON L6V 3E2",3,2,999999,Brampton,SINGLE_FAMILY,43.721634,-79.82886
723,"124 Valonia Dr, Brampton, ON L6V 4J9",4,3,999999,Brampton,SINGLE_FAMILY,43.71611,-79.7151
724,"475 Bramalea Rd #83, Brampton, ON L6T 2X3",3,2,1039000,Brampton,SINGLE_FAMILY,43.680084,-79.81452
725,"5 Inwood Pl, Brampton, ON L6R 1T2",4,5,1049000,Brampton,SINGLE_FAMILY,43.678833,-79.74496
726,"15 Compassion Cres S, Brampton, ON L6P 3X5",4,4,1049900,Brampton,SINGLE_FAMILY,43.76128,-79.717896
727,"15 Woodvalley Dr, Brampton, ON L7A 1Z5",4,4,1049900,Brampton,SINGLE_FAMILY,43.69999,-79.808205
728,"10 La France Rd, Brampton, ON L6S 3V8",4,4,1050000,Brampton,TOWNHOUSE,43.67981,-79.842125
729,"131 Cornwall Hts, Brampton, ON L6W 2J1",3,2,1059900,Brampton,SINGLE_FAMILY,43.722103,-79.76236
730,"44 Porteous Cir, Brampton, ON L6S 5C3",4,4,1096000,Brampton,SINGLE_FAMILY,43.670628,-79.74943
731,"7 Mistybrook Cres, Brampton, ON L7A 2S8",4,3,1099000,Brampton,SINGLE_FAMILY,43.798763,-79.673805
732,"122 Royal Palm Dr, Brampton, ON L6Z 1P7",3,2,1099000,Brampton,SINGLE_FAMILY,43.648415,-79.74734
733,"123 Creditstone Rd, Brampton, ON L6Y 4G1",3,4,1099000,Brampton,SINGLE_FAMILY,43.751938,-79.763084
734,"18 Levine Ct, Brampton, ON L6S 4M4",4,4,1099000,Brampton,SINGLE_FAMILY,43.671795,-79.77629
735,"215 Queen St E #802, Brampton, ON L6W 0A9",1,1,1099000,Brampton,SINGLE_FAMILY,43.709232,-79.75079
736,"65 Darras Ct, Brampton, ON L6T 1W7",3,2,1099000,Brampton,SINGLE_FAMILY,43.696102,-79.86265
737,"42 Domenico Cres, Brampton, ON L6P 1H5",3,4,1099888,Brampton,SINGLE_FAMILY,43.694534,-79.826866
738,"26 Freshspring Dr, Brampton, ON L6R 3H7",4,4,1099900,Brampton,SINGLE_FAMILY,43.70971,-79.70615
739,"85 Yellow Brick Rd, Brampton, ON L6V 4K7",3,3,1099900,Brampton,SINGLE_FAMILY,43.689445,-79.74386
740,"57 Huntingwood Cres, Brampton, ON L6S 1S5",3,2,1099900,Brampton,SINGLE_FAMILY,43.75641,-79.783005
741,"11 Murphy Rd, Brampton, ON L6S 0B1",4,3,1099998,Brampton,SINGLE_FAMILY,43.70559,-79.74824
742,"10 Lombardy Cres, Brampton, ON L6S 4L8",4,4,1099999,Brampton,SINGLE_FAMILY,43.679047,-79.80974
743,"19 Glencastle Sq, Brampton, ON L6S 2H8",4,2,1099999,Brampton,SINGLE_FAMILY,43.745754,-79.72632
744,"21 Kayak Hts, Brampton, ON L6Z 0H8",3,4,1099999,Brampton,SINGLE_FAMILY,43.675777,-79.780655
745,"82 Abell Dr, Brampton, ON L6V 2Z8",4,3,1099999,Brampton,SINGLE_FAMILY,43.680187,-79.73621
746,"26 Horseshoe Ct, Brampton, ON L6S 1S1",5,3,1100000,Brampton,SINGLE_FAMILY,43.762905,-79.72669
747,"104 Lord Simcoe Dr, Brampton, ON L6S 5G9",4,3,1100000,Brampton,SINGLE_FAMILY,43.671703,-79.81985
748,"13 Queen Mary Dr, Brampton, ON L7A 1X8",4,4,1100000,Brampton,SINGLE_FAMILY,43.675175,-79.760735
749,"218 Town House Cres, Brampton, ON L6W 3C6",3,2,1139900,Brampton,SINGLE_FAMILY,43.755272,-79.76155
750,"49 Inglewood Dr, Brampton, ON L6W 2N6",3,3,1145100,Brampton,SINGLE_FAMILY,43.682327,-79.81742
751,"9 Juniper Cres, Brampton, ON L6S 1J9",3,2,1149999,Brampton,SINGLE_FAMILY,43.669823,-79.82509
752,"27 Wellsprings Dr, Brampton, ON L6V 4S5",3,4,1150000,Brampton,SINGLE_FAMILY,43.68557,-79.82248
753,"1A Sophia St, Brampton, ON L6V 1T8",2,2,1150000,Brampton,SINGLE_FAMILY,43.77432,-79.66167
754,"40 Faders Dr, Brampton, ON L7A 4Y2",3,4,1150000,Brampton,SINGLE_FAMILY,43.685917,-79.7478
755,"97 Elizabeth St S, Brampton, ON L6Y 1R4",3,2,1150000,Brampton,SINGLE_FAMILY,43.714462,-79.827126
756,"22 Hartnell Sq, Brampton, ON L6S 5W9",2,4,1155777,Brampton,SINGLE_FAMILY,43.739,-79.75189
757,"22 Farthingale Cres, Brampton, ON L7A 1R3",3,2,1164888,Brampton,SINGLE_FAMILY,43.69287,-79.82618
758,"33 Pleasantview Ave, Brampton, ON L6X 1W6",3,2,1174000,Brampton,SINGLE_FAMILY,43.768436,-79.71908
759,"19 Scottsdale Ct, Brampton, ON L6W 3R8",4,2,1174999,Brampton,SINGLE_FAMILY,43.730213,-79.82272
760,"32 Todmorden Dr, Brampton, ON L7A 1M6",3,4,1189000,Brampton,SINGLE_FAMILY,43.68019,-79.755775
761,"62 Sutherland Ave, Brampton, ON L6V 2H7",3,2,1195000,Brampton,SINGLE_FAMILY,43.68104,-79.82573
762,"30 Parkway Ave, Brampton, ON L6X 2G4",5,3,1198800,Brampton,SINGLE_FAMILY,43.717472,-79.78297
763,"73 Addington Cres N, Brampton, ON L6T 2R4",3,3,1198888,Brampton,SINGLE_FAMILY,43.673615,-79.73857
764,"9 Havenbrook Ct, Brampton, ON L6S 2B4",4,2,1199000,Brampton,TOWNHOUSE,43.628014,-79.795555
765,"6 Clyde Rd, Brampton, ON L6X 0L9",4,3,1199000,Brampton,SINGLE_FAMILY,43.67009,-79.783134
766,"64 Schooner Dr, Brampton, ON L7A 3H6",4,5,1199000,Brampton,SINGLE_FAMILY,43.656097,-79.749084
767,"26 Edsel Rd, Brampton, ON L7A 4K6",4,4,1199000,Brampton,SINGLE_FAMILY,43.66207,-79.76665
768,"33 Thornbush Blvd, Brampton, ON L7A 0K5",3,3,1199000,Brampton,SINGLE_FAMILY,43.71315,-79.77899
769,"10 Merrydale Ct, Brampton, ON L6P 0H4",5,4,1199000,Brampton,SINGLE_FAMILY,43.681183,-79.8086
770,"2 Leo Austin Rd, Brampton, ON L6P 4C2",4,4,1199900,Brampton,SINGLE_FAMILY,43.71628,-79.75971
771,"38 Kitto Ct, Brampton, ON L6Y 5B1",4,4,1199999,Brampton,SINGLE_FAMILY,43.75499,-79.741936
772,"49 Royal West Dr, Brampton, ON L6X 2M2",4,6,1200000,Brampton,SINGLE_FAMILY,43.7264,-79.8295
773,"44 Templehill Rd, Brampton, ON L6R 3S6",4,5,1229000,Brampton,SINGLE_FAMILY,43.706306,-79.71033
774,"105 Madoc Dr, Brampton, ON L6V 2A5",4,3,1248800,Brampton,SINGLE_FAMILY,43.71768,-79.74558
775,"54 Silent Pond Cres, Brampton, ON L6V 4R6",3,4,1249000,Brampton,SINGLE_FAMILY,43.732376,-79.82728
776,"26 Horatio Ct, Brampton, ON L6S 1X8",3,1,1249000,Brampton,SINGLE_FAMILY,43.72091,-79.70404
777,"51 Upper Highlands Dr, Brampton, ON L6Z 4V9",4,3,1249000,Brampton,SINGLE_FAMILY,43.782143,-79.673004
778,"45 West St, Brampton, ON L6X 1V8",3,3,1249998,Brampton,SINGLE_FAMILY,43.69384,-79.774185
779,"31 Louvain Dr, Brampton, ON L6P 1W7",3,2,1250000,Brampton,SINGLE_FAMILY,43.719967,-79.825195
780,"36 Nimrod Cres, Brampton, ON L6S 4V3",4,4,1250000,Brampton,SINGLE_FAMILY,43.746964,-79.73911
781,"31 Kanashiro St, Brampton, ON L6P 1G8",4,3,1269900,Brampton,SINGLE_FAMILY,43.69008,-79.830444
782,"76 Frederick St, Brampton, ON L6Y 1G8",3,3,1270000,Brampton,SINGLE_FAMILY,43.792084,-79.67049
783,"28 Hybrid St, Brampton, ON L7A 0N2",3,3,1274900,Brampton,SINGLE_FAMILY,43.723763,-79.81765
784,"14 Cox Cres, Brampton, ON L6X 3H1",4,3,1279888,Brampton,SINGLE_FAMILY,43.691765,-79.82523
785,"58 Education Rd, Brampton, ON L6P 3P3",4,4,1289000,Brampton,SINGLE_FAMILY,43.700558,-79.82564
786,"49 Pertosa Dr, Brampton, ON L6X 4W7",3,3,1298000,Brampton,SINGLE_FAMILY,43.70206,-79.81278
787,"451 Bartley Bull Pkwy, Brampton, ON L6W 2M4",4,2,1298500,Brampton,SINGLE_FAMILY,43.73985,-79.74443
788,"122 Pappain Cres, Brampton, ON L7A 3J7",5,5,1298500,Brampton,SINGLE_FAMILY,43.7204,-79.75259
789,"12 Cachet Ct, Brampton, ON L6X 0X2",5,5,1298800,Brampton,SINGLE_FAMILY,43.67224,-79.79038
790,"51 Braidwood Lake Rd, Brampton, ON L6Z 1R6",4,4,1299000,Brampton,SINGLE_FAMILY,43.67523,-79.7925
791,"10 Applegrove Ct, Brampton, ON L6R 2Y8",4,4,1299000,Brampton,SINGLE_FAMILY,43.67992,-79.77319
792,"72 Russell Creek Dr, Brampton, ON L6R 3Z3",4,4,1299000,Brampton,SINGLE_FAMILY,43.70922,-79.82427
793,"23 Meadow Glade Rd, Brampton, ON L6R 1Z6",4,4,1299000,Brampton,SINGLE_FAMILY,43.734447,-79.83173
794,"158 Vintage Gate, Brampton, ON L6X 5B3",4,3,1299000,Brampton,SINGLE_FAMILY,43.715664,-79.79464
795,"94 Simmons Blvd, Brampton, ON L6V 3V6",3,2,1299900,Brampton,SINGLE_FAMILY,43.68625,-79.79992
796,"64 Fandango Dr, Brampton, ON L6X 0R4",3,4,1299988,Brampton,SINGLE_FAMILY,43.66038,-79.768394
797,"1 Sinatra St, Brampton, ON L6R 4B4",4,5,1299999,Brampton,SINGLE_FAMILY,43.788605,-79.75102
798,"54 Riverplace Cres, Brampton, ON L6P 2N3",3,4,1300000,Brampton,SINGLE_FAMILY,43.63276,-79.7959
799,"60 Dewridge Ct, Brampton, ON L6R 3C1",4,4,1350000,Brampton,SINGLE_FAMILY,43.70765,-79.81869
800,"9 Chestermere Cres, Brampton, ON L7A 2A4",4,4,1377000,Brampton,SINGLE_FAMILY,43.684185,-79.80335
801,"16 Links Ln, Brampton, ON L6Y 5H1",3,3,1389000,Brampton,SINGLE_FAMILY,43.729824,-79.8217
802,"36 Blaketon Ct, Brampton, ON L6P 1K7",3,3,1389900,Brampton,SINGLE_FAMILY,43.69457,-79.80585
803,"103 Miracle Trl, Brampton, ON L7A 0Y9",4,4,1398000,Brampton,SINGLE_FAMILY,43.65918,-79.75433
804,"12 Sheepberry Ter, Brampton, ON L7A 2B6",4,4,1398800,Brampton,SINGLE_FAMILY,43.673756,-79.72032
805,"1 Gifford Gate, Brampton, ON L6R 0M4",4,3,1399000,Brampton,SINGLE_FAMILY,43.680035,-79.77067
806,"7 Baha Cres, Brampton, ON L7A 2J2",3,2,1399000,Brampton,SINGLE_FAMILY,43.708473,-79.85018
807,"92 Ambleside Dr, Brampton, ON L6Y 1B9",3,3,1399000,Brampton,SINGLE_FAMILY,43.797043,-79.7521
808,"29 Sunnyview Rd, Brampton, ON L7A 3E4",3,3,1399000,Brampton,SINGLE_FAMILY,43.701237,-79.81184
809,"11 Alboreto Way, Brampton, ON L6X 0N4",4,3,1399000,Brampton,SINGLE_FAMILY,43.796776,-79.66904
810,"200 Malta Ave TOWNHOUSE 63, Brampton, ON L6Y 5B4",3,3,1399000,Brampton,SINGLE_FAMILY,43.71938,-79.73567
811,"8 Tara Park Ct, Brampton, ON L6V 3E4",3,2,1399700,Brampton,SINGLE_FAMILY,43.694366,-79.83529
812,"9 Amethyst Cir, Brampton, ON L6P 0Z7",5,4,1399888,Brampton,SINGLE_FAMILY,43.72175,-79.73908
813,"120 Watsonbrook Dr, Brampton, ON L6R 0R4",4,5,1399900,Brampton,SINGLE_FAMILY,43.68512,-79.82528
814,"12 Hiberton Cres, Brampton, ON L7A 3E2",4,4,1399900,Brampton,SINGLE_FAMILY,43.69248,-79.83018
815,"3 Nightjar Dr, Brampton, ON L7A 5A1",5,4,1399998,Brampton,SINGLE_FAMILY,43.653027,-79.80948
816,"66 Jill Cres, Brampton, ON L6S 3J2",4,4,1410000,Brampton,SINGLE_FAMILY,43.755272,-79.77491
817,"474 Father Tobin Rd, Brampton, ON L6R 0S6",4,3,1415000,Brampton,SINGLE_FAMILY,43.77953,-79.701035
818,"50 Sahara Trl, Brampton, ON L6R 1P3",4,3,1449000,Brampton,SINGLE_FAMILY,43.732445,-79.77859
819,"127 Passfield Trl, Brampton, ON L6P 1V1",4,4,1449888,Brampton,SINGLE_FAMILY,43.724552,-79.819145
820,"128 Church St E, Brampton, ON L6V 1G8",2,2,1449900,Brampton,SINGLE_FAMILY,43.675076,-79.81238
821,"82 Carleton Pl, Brampton, ON L6T 3Z4",3,4,1449900,Brampton,SINGLE_FAMILY,43.72415,-79.81952
822,"5 Braemore Rd, Brampton, ON L6X 1E4",3,2,1450000,Brampton,SINGLE_FAMILY,43.67578,-79.79239
823,"49 Pellegrino Rd, Brampton, ON L7A 4V5",5,6,1469000,Brampton,SINGLE_FAMILY,43.787373,-79.66644
824,"36 Sandyshores Dr, Brampton, ON L6R 2H2",4,4,1475000,Brampton,SINGLE_FAMILY,43.65327,-79.72028
825,"15 Clarkson Ct, Brampton, ON L6T 1Z9",3,3,1479000,Brampton,SINGLE_FAMILY,43.706947,-79.83082
826,"4 Zamek St, Brampton, ON L6R 3V9",4,3,1489900,Brampton,SINGLE_FAMILY,43.721214,-79.77796
827,"54 Bayhampton Dr, Brampton, ON L6P 2S7",4,4,1495000,Brampton,SINGLE_FAMILY,43.711395,-79.7332
828,"2 Kendra Ct, Brampton, ON L7A 1L8",3,2,1495000,Brampton,SINGLE_FAMILY,43.79205,-79.74249
829,"12 Pepperbush Rd, Brampton, ON L6P 2L2",4,4,1499000,Brampton,SINGLE_FAMILY,43.814194,-79.72423
830,"66 Coachlight Cres, Brampton, ON L6P 2Y8",3,4,1499000,Brampton,SINGLE_FAMILY,43.7187,-79.7364
831,"32 Newby Ct, Brampton, ON L6V 2R8",4,3,1499000,Brampton,SINGLE_FAMILY,43.67157,-79.72536
832,"100 Leeward Dr #1809, Brampton, ON L6S 5V9",3,2,1499999,Brampton,SINGLE_FAMILY,43.72492,-79.81033
833,"13 Brinkley Dr, Brampton, ON L7A 1L8",4,4,1548000,Brampton,SINGLE_FAMILY,43.690086,-79.79453
834,"27 Aspen Hills Rd, Brampton, ON L6Y 6E4",3,3,1549000,Brampton,SINGLE_FAMILY,43.690056,-79.82278
835,"13 Ferncroft Pl, Brampton, ON L7A 3C8",4,4,1549900,Brampton,SINGLE_FAMILY,43.68689,-79.815895
836,"2 Langley Pl, Brampton, ON L6S 3Z9",4,4,1549900,Brampton,SINGLE_FAMILY,43.750057,-79.78153
837,"87 Seaborn Rd, Brampton, ON L6V 2C2",4,6,1550000,Brampton,SINGLE_FAMILY,43.671173,-79.809975
838,"118 Griselda Cres, Brampton, ON L6S 1M3",3,2,1551000,Brampton,SINGLE_FAMILY,43.73335,-79.76039
839,"29 Fallstar Cres, Brampton, ON L7A 2J6",4,4,1559888,Brampton,SINGLE_FAMILY,43.77485,-79.72466
840,"34 Trewartha Cres, Brampton, ON L6Z 1X4",3,2,1570000,Brampton,SINGLE_FAMILY,43.628006,-79.76621
841,"62 Lake Louise Dr, Brampton, ON L6X 4Y6",3,2,1594000,Brampton,SINGLE_FAMILY,43.77801,-79.75366
842,"36 Worthington Ave, Brampton, ON L7A 1M9",3,3,1599000,Brampton,SINGLE_FAMILY,43.71371,-79.73997
843,"99 Dawson Cres, Brampton, ON L6V 3M6",3,2,1599000,Brampton,SINGLE_FAMILY,43.738747,-79.80576
844,"12 Fidelity Ave, Brampton, ON L7A 2S6",3,3,1599000,Brampton,SINGLE_FAMILY,43.644638,-79.74464
845,"22 Chestnut Ave, Brampton, ON L6X 2A5",4,2,1599000,Brampton,SINGLE_FAMILY,43.642857,-79.75621
846,"51 Elbern Markell Dr, Brampton, ON L6X 2X6",5,6,1599900,Brampton,SINGLE_FAMILY,43.698784,-79.81802
847,"24 Hanover Rd #806, Brampton, ON L6S 5K8",1,1,1599900,Brampton,SINGLE_FAMILY,43.77255,-79.73625
848,"66 Ebury Dr, Brampton, ON L6X 5M7",3,3,1599900,Brampton,SINGLE_FAMILY,43.770023,-79.71908
849,"200 Cresthaven Rd #88, Brampton, ON L7A 1J5",3,2,1629000,Brampton,SINGLE_FAMILY,43.748737,-79.7327
850,"20 Sliprock Cres #LY6-0W7, Brampton, ON L6Y 0W7",4,4,1669000,Brampton,SINGLE_FAMILY,43.76276,-79.783035
851,"63 Lord Simcoe Dr, Brampton, ON L6S 5G7",4,4,1679000,Brampton,SINGLE_FAMILY,43.792316,-79.74726
852,"14 Crosswood Ln, Brampton, ON L6V 3M2",3,2,1690000,Brampton,SINGLE_FAMILY,43.74892,-79.730446
853,"80 Natronia Trl, Brampton, ON L6P 3N8",4,3,1699000,Brampton,SINGLE_FAMILY,43.678528,-79.753105
854,"31 Farmington Dr, Brampton, ON L6W 2V3",4,3,1699000,Brampton,SINGLE_FAMILY,43.7678,-79.745514
855,"41 Braemore Rd, Brampton, ON L6X 1E4",4,4,1699000,Brampton,SINGLE_FAMILY,43.774387,-79.73871
856,"16 Piccolo Wood, Brampton, ON L6S 5C3",4,4,1699000,Brampton,SINGLE_FAMILY,43.708702,-79.835
857,"68 Mullis Cres, Brampton, ON L6Y 4S9",3,3,1699900,Brampton,SINGLE_FAMILY,43.666046,-79.800064
858,"75 Mikado Cres, Brampton, ON L6S 3R5",4,3,1699990,Brampton,SINGLE_FAMILY,43.691597,-79.85718
859,"67 Laurelcrest St, Brampton, ON L6S 5W3",4,4,1699999,Brampton,SINGLE_FAMILY,43.77151,-79.71861
860,"13 Treasure Dr, Brampton, ON L7A 3L1",2,3,1699999,Brampton,SINGLE_FAMILY,43.713966,-79.73055
861,"16 Chevrolet Dr, Brampton, ON L7A 3C5",4,3,1699999,Brampton,SINGLE_FAMILY,43.69628,-79.8353
862,"17 Bruce Beer Dr, Brampton, ON L6V 2W7",3,3,1700000,Brampton,SINGLE_FAMILY,43.670967,-79.75769
863,"83 Leadership Dr, Brampton, ON L6Y 5T4",4,5,1749000,Brampton,SINGLE_FAMILY,43.63689,-79.807396
864,"101 Dunlop Ct, Brampton, ON L6X 5A6",2,3,1749000,Brampton,SINGLE_FAMILY,43.721,-79.832436
865,"8 Armani Ln, Brampton, ON L6P 2K2",4,5,1749000,Brampton,SINGLE_FAMILY,43.66481,-79.75368
866,"26 Hanover Rd #306, Brampton, ON L6S 4T2",2,2,1749900,Brampton,SINGLE_FAMILY,43.815197,-79.72736
867,"42 Customline Dr, Brampton, ON L7A 3C2",5,5,1749999,Brampton,SINGLE_FAMILY,43.748627,-79.75858
868,"24 Degrey Dr, Brampton, ON L6P 3T6",4,6,1750000,Brampton,SINGLE_FAMILY,43.666206,-79.818695
869,"261 Queen Mary Dr, Brampton, ON L7A 3L6",4,4,1779000,Brampton,SINGLE_FAMILY,43.77334,-79.68929
870,"108 Royal West Dr, Brampton, ON L6X 0V4",4,5,1799900,Brampton,SINGLE_FAMILY,43.669334,-79.727715
871,"39 Corby Cres, Brampton, ON L6Y 1H3",3,3,1799999,Brampton,SINGLE_FAMILY,43.765106,-79.78618
872,"24 Poplar Plains Rd, Brampton, ON L7A 1Z5",5,4,1799999,Brampton,SINGLE_FAMILY,43.661186,-79.77953
873,"4 Premier Pl, Brampton, ON L6S 3W1",3,4,1825000,Brampton,SINGLE_FAMILY,43.648834,-79.76959
874,"8 Hacienda Ct, Brampton, ON L6Z 3J2",3,4,1829900,Brampton,SINGLE_FAMILY,43.75956,-79.769424
875,"14 Merrimac Dr, Brampton, ON L6Y 6K3",4,4,1849000,Brampton,SINGLE_FAMILY,43.6585,-79.778435
876,"6 Stonecrest Dr, Brampton, ON L6R 2W9",4,4,1879999,Brampton,SINGLE_FAMILY,43.663567,-79.80772
877,"12 Mount Royal Cir, Brampton, ON L6P 1Y7",4,3,1899888,Brampton,SINGLE_FAMILY,43.76856,-79.73964
878,"24 Maisonneuve Blvd, Brampton, ON L6P 1W8",5,6,2079000,Brampton,SINGLE_FAMILY,43.81068,-79.7315
879,"148 Brentwood Dr, Brampton, ON L6T 1R3",3,2,2099000,Brampton,SINGLE_FAMILY,43.74381,-79.75142
880,"19 Homer Sq, Brampton, ON L6S 1X9",3,2,2099000,Brampton,SINGLE_FAMILY,43.655087,-79.781715
881,"74 Sundridge St, Brampton, ON L7A 1J7",4,3,2099900,Brampton,SINGLE_FAMILY,43.70253,-79.84934
882,"8 Rockstep Ct, Brampton, ON L6R 3H2",4,5,2199000,Brampton,SINGLE_FAMILY,43.68935,-79.85897
883,"5 Welland Rd, Brampton, ON L6R 0Z3",4,4,2199000,Brampton,SINGLE_FAMILY,43.76319,-79.785805
884,"39 Northface Cres N, Brampton, ON L6R 2Y2",5,4,2199000,Brampton,SINGLE_FAMILY,43.7941,-79.7525
885,"41 Moregate Cres #41, Brampton, ON L6S 3K9",3,2,2199999,Brampton,SINGLE_FAMILY,43.781536,-79.6892
886,"22 Topiary Ln, Brampton, ON L7A 2R4",3,3,2200000,Brampton,SINGLE_FAMILY,43.65563,-79.78968
887,"4 Omega Sq, Brampton, ON L6Z 1K5",4,3,2249000,Brampton,SINGLE_FAMILY,43.787617,-79.75127
888,"106 Denison Ave #2, Brampton, ON L6X 1G1",4,3,2249777,Brampton,SINGLE_FAMILY,43.79574,-79.7441
889,"35 Flowertown Ave, Brampton, ON L6X 2K4",3,2,2250000,Brampton,SINGLE_FAMILY,43.809723,-79.72825
890,"200 Veterans Dr #36, Brampton, ON L7A 4S6",3,3,2299000,Brampton,SINGLE_FAMILY,43.78183,-79.74037
891,"60 Darras Ct #9, Brampton, ON L6T 1W7",3,2,2299900,Brampton,SINGLE_FAMILY,43.771057,-79.70494
892,"30 Red Tail Ct, Brampton, ON L6Z 3N1",5,4,2350000,Brampton,SINGLE_FAMILY,43.812668,-79.72089
893,"5 Donomore Dr, Brampton, ON L7A 0S8",4,3,2390000,Brampton,SINGLE_FAMILY,43.652435,-79.79402
894,"136 Madoc Dr, Brampton, ON L6V 2A6",4,2,2398000,Brampton,SINGLE_FAMILY,43.656193,-79.81074
895,"78 Delport Clos, Brampton, ON L6P 3T2",3,3,2399000,Brampton,SINGLE_FAMILY,43.737473,-79.81462
896,"10 Chatterton Ct, Brampton, ON L6W 4G9",5,5,2399999,Brampton,SINGLE_FAMILY,43.778877,-79.72671
897,"14 Concorde Dr, Brampton, ON L6P 1V6",5,5,2499900,Brampton,SINGLE_FAMILY,43.636837,-79.783295
898,"14 Landview Rd, Brampton, ON L6P 4G4",5,5,2599999,Brampton,SINGLE_FAMILY,43.651863,-79.80492
899,"28 Cosmo Ct, Brampton, ON L6P 1G2",4,5,2649000,Brampton,SINGLE_FAMILY,43.65279,-79.806
900,"70 Atkins Cir, Brampton, ON L6X 4B5",4,3,2649000,Brampton,SINGLE_FAMILY,43.689266,-79.84884
901,"32 Banks Dr, Brampton, ON L6P 1A5",5,6,2699000,Brampton,SINGLE_FAMILY,43.65611,-79.80423
902,"19 Mountain Ridge Rd, Brampton, ON L6Y 0S5",4,4,2799990,Brampton,SINGLE_FAMILY,43.65027,-79.81146
903,"92 English St, Brampton, ON L6X 2P6",3,2,2913313,Brampton,SINGLE_FAMILY,43.64949,-79.803474
904,"8 Pemberton Ct, Brampton, ON L6W 4K5",4,3,3278000,Brampton,SINGLE_FAMILY,43.635067,-79.770035
905,"128 Richvale Dr S, Brampton, ON L6Z 4G4",3,4,3300000,Brampton,SINGLE_FAMILY,43.648727,-79.81564
906,"72 Rocky Point Cres, Brampton, ON L6V 4R8",3,3,3369000,Brampton,SINGLE_FAMILY,43.652122,-79.78775
907,"51 Coronation Cir, Brampton, ON L6Z 4C2",4,4,3879900,Brampton,SINGLE_FAMILY,43.812935,-79.719086
908,"14 Tammy Dr, Brampton, ON L6Y 2Y9",5,4,3899000,Brampton,SINGLE_FAMILY,43.816437,-79.726585
909,"3 Venue Rd, Brampton, ON L6P 4J7",4,6,3970000,Brampton,SINGLE_FAMILY,43.811714,-79.72098
910,"49 Seahorse Ave, Brampton, ON L6V 4N7",3,4,5499999,Brampton,SINGLE_FAMILY,43.798004,-79.74019
911,"96 Braidwood Lake Rd, Brampton, ON L6Z 4L3",4,4,6000000,Brampton,SINGLE_FAMILY,43.63158,-79.75892
912,"15 Gruenwald Gate, Brampton, ON L6Y 6C4",4,3,9990000,Brampton,SINGLE_FAMILY,43.808857,-79.713776
913,"49 Grove Rd, Markham, ON L3P 4M2",4,4,38000,Markham,CONDO,43.802143,-79.42067
914,"80 William Berczy Blvd, Markham, ON L6C 0S1",3,3,488000,Markham,CONDO,43.862743,-79.31357
